사용자아이디,영화아이디,평점,타임스탬프,성별,연령,직업,지역,영화제목,장르
2251,11,4,974600794,M,35,14,60626,"American President, The (1995)",Comedy|Drama|Romance
2258,11,3,982438907,F,18,4,10033,"American President, The (1995)",Comedy|Drama|Romance
2260,11,4,974585805,F,25,20,46835,"American President, The (1995)",Comedy|Drama|Romance
2261,11,4,974583747,M,25,5,33025,"American President, The (1995)",Comedy|Drama|Romance
2269,11,4,974574448,F,45,0,11217,"American President, The (1995)",Comedy|Drama|Romance
2271,11,4,1007158748,M,50,14,13210,"American President, The (1995)",Comedy|Drama|Romance
2273,11,4,974568321,M,25,6,23235,"American President, The (1995)",Comedy|Drama|Romance
2288,11,1,974518433,M,1,10,13066,"American President, The (1995)",Comedy|Drama|Romance
2290,11,5,974520467,M,25,0,61021,"American President, The (1995)",Comedy|Drama|Romance
2294,11,4,974508071,M,56,13,48108,"American President, The (1995)",Comedy|Drama|Romance
2304,11,4,974503126,M,45,12,94103,"American President, The (1995)",Comedy|Drama|Romance
2306,11,4,974493330,F,18,4,2138,"American President, The (1995)",Comedy|Drama|Romance
2309,11,5,974487236,F,45,0,8901,"American President, The (1995)",Comedy|Drama|Romance
2318,11,3,974477754,M,56,7,48114,"American President, The (1995)",Comedy|Drama|Romance
2320,11,4,974476029,F,50,1,6043,"American President, The (1995)",Comedy|Drama|Romance
2321,11,4,974496320,M,25,7,30115,"American President, The (1995)",Comedy|Drama|Romance
2334,11,4,974426465,F,56,7,1562,"American President, The (1995)",Comedy|Drama|Romance
2337,11,5,974423477,M,35,17,49424,"American President, The (1995)",Comedy|Drama|Romance
2344,11,4,974415269,M,25,12,2139,"American President, The (1995)",Comedy|Drama|Romance
2347,11,3,974411518,M,35,1,48116,"American President, The (1995)",Comedy|Drama|Romance
2368,11,5,974340271,F,56,13,13057,"American President, The (1995)",Comedy|Drama|Romance
2371,11,4,974337910,F,35,7,6082,"American President, The (1995)",Comedy|Drama|Romance
2372,11,5,974676421,F,45,7,1602,"American President, The (1995)",Comedy|Drama|Romance
2376,11,3,974335124,M,25,1,13210,"American President, The (1995)",Comedy|Drama|Romance
2380,11,4,974330478,M,25,4,22903,"American President, The (1995)",Comedy|Drama|Romance
2390,11,4,974299783,F,25,6,33076,"American President, The (1995)",Comedy|Drama|Romance
2398,11,4,974278679,M,25,0,98122,"American President, The (1995)",Comedy|Drama|Romance
2402,11,2,974260035,M,45,17,32024,"American President, The (1995)",Comedy|Drama|Romance
2410,11,4,974252282,M,56,7,6071,"American President, The (1995)",Comedy|Drama|Romance
2411,11,3,974590922,F,35,14,1536,"American President, The (1995)",Comedy|Drama|Romance
2419,11,4,974240598,M,25,0,6096,"American President, The (1995)",Comedy|Drama|Romance
2428,11,4,974225999,M,45,17,45255,"American President, The (1995)",Comedy|Drama|Romance
2439,11,3,974223873,M,45,17,48105,"American President, The (1995)",Comedy|Drama|Romance
2453,11,4,982135741,M,25,7,55429,"American President, The (1995)",Comedy|Drama|Romance
2454,11,3,974180493,M,18,0,97005,"American President, The (1995)",Comedy|Drama|Romance
2459,11,5,974174438,M,50,7,44313,"American President, The (1995)",Comedy|Drama|Romance
2461,11,4,974169685,M,18,4,98117,"American President, The (1995)",Comedy|Drama|Romance
2472,11,3,974252805,M,25,18,37922,"American President, The (1995)",Comedy|Drama|Romance
2478,11,3,977500089,M,50,1,37922,"American President, The (1995)",Comedy|Drama|Romance
2482,11,5,974146835,F,50,3,37772,"American President, The (1995)",Comedy|Drama|Romance
2484,11,4,974146881,M,45,5,31901,"American President, The (1995)",Comedy|Drama|Romance
2494,11,2,974097450,M,18,4,52003,"American President, The (1995)",Comedy|Drama|Romance
2495,11,5,974096009,F,18,4,56401,"American President, The (1995)",Comedy|Drama|Romance
2497,11,5,974089666,F,50,14,37922,"American President, The (1995)",Comedy|Drama|Romance
2516,11,4,974070610,F,45,6,37909,"American President, The (1995)",Comedy|Drama|Romance
2517,11,4,974070807,F,35,9,53806,"American President, The (1995)",Comedy|Drama|Romance
2525,11,4,974064496,F,35,1,37922,"American President, The (1995)",Comedy|Drama|Romance
2529,11,5,974056154,F,35,9,95903,"American President, The (1995)",Comedy|Drama|Romance
2533,11,5,974054646,F,25,3,49423,"American President, The (1995)",Comedy|Drama|Romance
2536,11,4,974063040,M,56,13,37830,"American President, The (1995)",Comedy|Drama|Romance
2537,11,5,974051425,M,35,11,37620,"American President, The (1995)",Comedy|Drama|Romance
2540,11,4,974046869,F,45,6,42420,"American President, The (1995)",Comedy|Drama|Romance
2541,11,5,974046129,F,35,5,49424,"American President, The (1995)",Comedy|Drama|Romance
2564,11,5,973971583,F,35,20,43230,"American President, The (1995)",Comedy|Drama|Romance
2565,11,5,973965447,M,35,5,34786,"American President, The (1995)",Comedy|Drama|Romance
2567,11,4,973961458,M,25,0,6451,"American President, The (1995)",Comedy|Drama|Romance
2581,11,4,974064418,M,25,11,60611,"American President, The (1995)",Comedy|Drama|Romance
2592,11,4,973826414,M,50,7,80004-4448,"American President, The (1995)",Comedy|Drama|Romance
2595,11,4,973810389,M,18,4,15213,"American President, The (1995)",Comedy|Drama|Romance
2611,11,4,973721994,M,25,3,7719,"American President, The (1995)",Comedy|Drama|Romance
2624,11,4,973634563,F,35,0,44313,"American President, The (1995)",Comedy|Drama|Romance
2629,11,4,973627624,M,25,11,15237,"American President, The (1995)",Comedy|Drama|Romance
2638,11,2,980177309,M,25,14,6405,"American President, The (1995)",Comedy|Drama|Romance
2639,11,4,973571351,F,25,6,80236,"American President, The (1995)",Comedy|Drama|Romance
2645,11,3,973559712,M,25,7,60657,"American President, The (1995)",Comedy|Drama|Romance
2649,11,4,973631709,M,25,16,80126,"American President, The (1995)",Comedy|Drama|Romance
2654,11,3,973546748,F,35,9,48336,"American President, The (1995)",Comedy|Drama|Romance
2660,11,4,973465639,M,56,17,28704,"American President, The (1995)",Comedy|Drama|Romance
2664,11,4,973457775,M,35,7,52402,"American President, The (1995)",Comedy|Drama|Romance
2666,11,5,973448140,M,45,16,63128,"American President, The (1995)",Comedy|Drama|Romance
2676,11,4,973403095,M,56,20,78731,"American President, The (1995)",Comedy|Drama|Romance
2684,11,2,974490884,F,18,0,19143,"American President, The (1995)",Comedy|Drama|Romance
2685,11,5,973376963,M,45,7,2116,"American President, The (1995)",Comedy|Drama|Romance
2699,11,4,973306396,F,56,13,74128,"American President, The (1995)",Comedy|Drama|Romance
2718,11,3,973286307,F,25,4,96817,"American President, The (1995)",Comedy|Drama|Romance
2724,11,5,973272518,F,45,2,27514,"American President, The (1995)",Comedy|Drama|Romance
2728,11,3,973264743,M,35,12,27614,"American President, The (1995)",Comedy|Drama|Romance
2734,11,5,973229244,F,18,4,2912,"American President, The (1995)",Comedy|Drama|Romance
2743,11,4,973220398,M,25,14,72601,"American President, The (1995)",Comedy|Drama|Romance
2745,11,4,973217415,F,35,1,30345,"American President, The (1995)",Comedy|Drama|Romance
2746,11,5,973214500,M,50,14,50265-2850,"American President, The (1995)",Comedy|Drama|Romance
2750,11,4,973200274,F,25,15,91360,"American President, The (1995)",Comedy|Drama|Romance
2751,11,2,973201138,F,25,16,28120,"American President, The (1995)",Comedy|Drama|Romance
2754,11,4,973195840,M,50,12,60148,"American President, The (1995)",Comedy|Drama|Romance
2761,11,2,973150338,M,35,6,80917,"American President, The (1995)",Comedy|Drama|Romance
2765,11,3,973129023,M,50,7,2420,"American President, The (1995)",Comedy|Drama|Romance
2771,11,3,973097316,M,18,1,92037,"American President, The (1995)",Comedy|Drama|Romance
2774,11,4,973064287,M,25,1,92103,"American President, The (1995)",Comedy|Drama|Romance
2777,11,5,973123710,M,18,4,95326,"American President, The (1995)",Comedy|Drama|Romance
2796,11,3,997320430,M,25,14,92104,"American President, The (1995)",Comedy|Drama|Romance
2804,11,5,972794961,F,35,0,46234,"American President, The (1995)",Comedy|Drama|Romance
2814,11,4,1035673618,M,35,7,2127,"American President, The (1995)",Comedy|Drama|Romance
2819,11,3,972659765,M,45,14,44122,"American President, The (1995)",Comedy|Drama|Romance
2820,11,2,972666338,F,35,0,2138,"American President, The (1995)",Comedy|Drama|Romance
2840,11,4,972568555,M,25,0,60660,"American President, The (1995)",Comedy|Drama|Romance
2853,11,2,972507538,M,1,1,444555,"American President, The (1995)",Comedy|Drama|Romance
2857,11,4,972511504,M,25,0,10469,"American President, The (1995)",Comedy|Drama|Romance
2859,11,4,974417818,M,18,1,95814,"American President, The (1995)",Comedy|Drama|Romance
2863,11,4,972502232,F,25,2,27705,"American President, The (1995)",Comedy|Drama|Romance
2866,11,4,972485187,M,25,7,53717,"American President, The (1995)",Comedy|Drama|Romance
2872,11,3,972421648,M,25,20,94014,"American President, The (1995)",Comedy|Drama|Romance
2873,11,3,972415553,F,18,4,64093,"American President, The (1995)",Comedy|Drama|Romance
2878,11,3,972358939,F,50,20,88005,"American President, The (1995)",Comedy|Drama|Romance
2881,11,3,972259597,F,25,12,77019,"American President, The (1995)",Comedy|Drama|Romance
2885,11,4,972186209,F,18,1,80302,"American President, The (1995)",Comedy|Drama|Romance
2888,11,3,972059844,M,25,14,55438,"American President, The (1995)",Comedy|Drama|Romance
2889,11,4,972058413,M,35,3,55104,"American President, The (1995)",Comedy|Drama|Romance
2895,11,3,971986639,M,25,11,7039,"American President, The (1995)",Comedy|Drama|Romance
2899,11,4,971919601,M,35,14,94133,"American President, The (1995)",Comedy|Drama|Romance
2909,11,4,971883113,M,25,7,43228,"American President, The (1995)",Comedy|Drama|Romance
2926,11,5,1006656485,F,18,2,55118,"American President, The (1995)",Comedy|Drama|Romance
2927,11,5,971553996,M,25,12,24060,"American President, The (1995)",Comedy|Drama|Romance
2931,11,3,980751667,M,18,4,16803,"American President, The (1995)",Comedy|Drama|Romance
2934,11,4,971486849,F,35,20,91324,"American President, The (1995)",Comedy|Drama|Romance
2937,11,4,971478509,F,18,4,48103,"American President, The (1995)",Comedy|Drama|Romance
2939,11,4,971411203,F,25,15,94901,"American President, The (1995)",Comedy|Drama|Romance
2941,11,4,971348751,M,35,12,98033,"American President, The (1995)",Comedy|Drama|Romance
2950,11,2,971221637,M,18,0,72761,"American President, The (1995)",Comedy|Drama|Romance
2968,11,4,971108452,F,18,0,48104,"American President, The (1995)",Comedy|Drama|Romance
2969,11,5,997988438,M,25,7,6851,"American President, The (1995)",Comedy|Drama|Romance
2986,11,4,970809752,M,25,4,24060,"American President, The (1995)",Comedy|Drama|Romance
2990,11,4,970954625,M,35,12,45243,"American President, The (1995)",Comedy|Drama|Romance
2996,11,4,972702202,M,18,0,63011,"American President, The (1995)",Comedy|Drama|Romance
2997,11,5,970673018,F,35,16,45238,"American President, The (1995)",Comedy|Drama|Romance
2998,11,4,970663809,F,25,1,45241,"American President, The (1995)",Comedy|Drama|Romance
3014,11,4,970709949,M,35,7,6430,"American President, The (1995)",Comedy|Drama|Romance
3017,11,3,970507815,F,35,9,85255,"American President, The (1995)",Comedy|Drama|Romance
3018,11,4,970607075,M,35,0,45242,"American President, The (1995)",Comedy|Drama|Romance
3026,11,4,970462186,F,18,4,45750,"American President, The (1995)",Comedy|Drama|Romance
3029,11,5,970363861,M,18,4,92037,"American President, The (1995)",Comedy|Drama|Romance
3031,11,3,970356439,M,18,4,48135,"American President, The (1995)",Comedy|Drama|Romance
3037,11,4,970268643,F,25,2,97333,"American President, The (1995)",Comedy|Drama|Romance
3057,11,3,970592981,F,25,12,55438,"American President, The (1995)",Comedy|Drama|Romance
3058,11,4,994104683,M,18,12,55123,"American President, The (1995)",Comedy|Drama|Romance
3063,11,5,970016571,M,18,4,3106,"American President, The (1995)",Comedy|Drama|Romance
3067,11,3,969997989,F,25,0,2148,"American President, The (1995)",Comedy|Drama|Romance
3083,11,4,969763813,F,50,0,97403,"American President, The (1995)",Comedy|Drama|Romance
3086,11,5,969692560,M,18,12,98105,"American President, The (1995)",Comedy|Drama|Romance
3087,11,4,969682220,F,1,1,90802,"American President, The (1995)",Comedy|Drama|Romance
3095,11,5,969644548,F,25,3,6810,"American President, The (1995)",Comedy|Drama|Romance
3096,11,5,989437317,F,45,3,38028,"American President, The (1995)",Comedy|Drama|Romance
3107,11,5,969510045,M,25,17,92656,"American President, The (1995)",Comedy|Drama|Romance
3118,11,3,969407152,M,25,0,77025,"American President, The (1995)",Comedy|Drama|Romance
3125,11,4,993074130,M,25,7,10025,"American President, The (1995)",Comedy|Drama|Romance
3129,11,3,969279432,M,25,7,21117,"American President, The (1995)",Comedy|Drama|Romance
3138,11,4,969048938,M,35,17,46229,"American President, The (1995)",Comedy|Drama|Romance
3143,11,4,969492798,F,50,16,90272,"American President, The (1995)",Comedy|Drama|Romance
3150,11,5,971220061,F,25,3,92831,"American President, The (1995)",Comedy|Drama|Romance
3154,11,5,977169974,F,25,4,95616,"American President, The (1995)",Comedy|Drama|Romance
3163,11,3,968881620,M,18,15,95616,"American President, The (1995)",Comedy|Drama|Romance
3182,11,4,1040416628,M,25,12,12866,"American President, The (1995)",Comedy|Drama|Romance
3184,11,4,968708698,F,25,18,21214,"American President, The (1995)",Comedy|Drama|Romance
3189,11,4,969862936,M,25,16,90292,"American President, The (1995)",Comedy|Drama|Romance
3191,11,4,968653289,M,25,12,27707,"American President, The (1995)",Comedy|Drama|Romance
3196,11,5,968637388,F,18,4,45219,"American President, The (1995)",Comedy|Drama|Romance
3200,11,2,968629779,F,25,1,98144,"American President, The (1995)",Comedy|Drama|Romance
3201,11,4,968623254,M,45,7,35216,"American President, The (1995)",Comedy|Drama|Romance
3205,11,5,968562410,F,35,16,80304,"American President, The (1995)",Comedy|Drama|Romance
3213,11,4,968517661,F,25,1,83705,"American President, The (1995)",Comedy|Drama|Romance
3216,11,4,968461598,M,35,1,54481,"American President, The (1995)",Comedy|Drama|Romance
3224,11,5,968522089,F,25,14,93428,"American President, The (1995)",Comedy|Drama|Romance
3227,11,3,969645828,F,25,14,60657,"American President, The (1995)",Comedy|Drama|Romance
3239,11,2,968358478,F,25,12,7730,"American President, The (1995)",Comedy|Drama|Romance
3240,11,3,968350616,M,18,4,55403,"American President, The (1995)",Comedy|Drama|Romance
3243,11,4,968394876,M,25,12,98117,"American President, The (1995)",Comedy|Drama|Romance
3259,11,5,968273710,F,18,4,95616,"American President, The (1995)",Comedy|Drama|Romance
3271,11,4,968200886,F,35,0,92704,"American President, The (1995)",Comedy|Drama|Romance
3272,11,4,968200305,M,35,0,8330,"American President, The (1995)",Comedy|Drama|Romance
3280,11,2,968345744,M,25,7,33486,"American President, The (1995)",Comedy|Drama|Romance
3292,11,4,968079845,F,50,6,79410,"American President, The (1995)",Comedy|Drama|Romance
3308,11,4,967977968,F,18,20,15701-1348,"American President, The (1995)",Comedy|Drama|Romance
3309,11,3,967968776,M,25,17,20707,"American President, The (1995)",Comedy|Drama|Romance
3312,11,4,967955170,F,18,4,90039,"American President, The (1995)",Comedy|Drama|Romance
3320,11,4,969217818,M,25,1,56082,"American President, The (1995)",Comedy|Drama|Romance
3328,11,2,967911539,M,56,19,91790-1161,"American President, The (1995)",Comedy|Drama|Romance
3334,11,4,967844358,M,35,0,9142,"American President, The (1995)",Comedy|Drama|Romance
3336,11,4,967855581,M,35,17,93436,"American President, The (1995)",Comedy|Drama|Romance
3358,11,4,967696159,F,25,1,91790,"American President, The (1995)",Comedy|Drama|Romance
3363,11,5,978225791,F,35,9,4046,"American President, The (1995)",Comedy|Drama|Romance
3364,11,3,967670390,M,56,13,17033,"American President, The (1995)",Comedy|Drama|Romance
3365,11,5,967664530,M,50,17,23059,"American President, The (1995)",Comedy|Drama|Romance
3371,11,4,967662735,M,25,2,55405,"American President, The (1995)",Comedy|Drama|Romance
3382,11,4,967571294,F,1,10,55305,"American President, The (1995)",Comedy|Drama|Romance
3391,11,5,967650630,M,18,4,48135,"American President, The (1995)",Comedy|Drama|Romance
3401,11,4,980116535,M,35,7,76109,"American President, The (1995)",Comedy|Drama|Romance
3411,11,2,975353801,M,18,4,2139,"American President, The (1995)",Comedy|Drama|Romance
3416,11,4,967402853,M,25,12,20850,"American President, The (1995)",Comedy|Drama|Romance
3420,11,5,989511267,F,25,7,48105,"American President, The (1995)",Comedy|Drama|Romance
3423,11,4,1034232865,M,25,7,84088,"American President, The (1995)",Comedy|Drama|Romance
3441,11,3,967308001,F,25,14,94109,"American President, The (1995)",Comedy|Drama|Romance
3450,11,4,967245087,M,25,5,78251,"American President, The (1995)",Comedy|Drama|Romance
3454,11,5,968197297,M,18,0,92122,"American President, The (1995)",Comedy|Drama|Romance
3457,11,3,967240622,M,25,20,19083,"American President, The (1995)",Comedy|Drama|Romance
3464,11,3,967248043,F,25,14,78251,"American President, The (1995)",Comedy|Drama|Romance
3470,11,4,967149839,M,35,17,49887,"American President, The (1995)",Comedy|Drama|Romance
3471,11,3,972123149,M,18,4,80302,"American President, The (1995)",Comedy|Drama|Romance
3475,11,4,974774626,M,25,14,33133,"American President, The (1995)",Comedy|Drama|Romance
3496,11,4,967011369,M,35,5,92867,"American President, The (1995)",Comedy|Drama|Romance
3503,11,3,988273060,M,18,4,59715,"American President, The (1995)",Comedy|Drama|Romance
3518,11,4,986846470,F,18,7,11215,"American President, The (1995)",Comedy|Drama|Romance
3519,11,4,986848106,F,25,14,11215,"American President, The (1995)",Comedy|Drama|Romance
3526,11,4,966904400,M,35,2,62263-3004,"American President, The (1995)",Comedy|Drama|Romance
3533,11,4,967502702,M,25,2,55344,"American President, The (1995)",Comedy|Drama|Romance
3538,11,5,966886114,M,35,0,40504,"American President, The (1995)",Comedy|Drama|Romance
3555,11,5,966810107,M,56,7,55430,"American President, The (1995)",Comedy|Drama|Romance
3558,11,5,966805567,M,18,17,66044,"American President, The (1995)",Comedy|Drama|Romance
3562,11,4,966790143,F,25,6,32812,"American President, The (1995)",Comedy|Drama|Romance
3577,11,4,966710745,F,56,0,231,"American President, The (1995)",Comedy|Drama|Romance
3578,11,4,966711218,M,50,3,96714,"American President, The (1995)",Comedy|Drama|Romance
3585,11,3,966694667,M,35,20,60640,"American President, The (1995)",Comedy|Drama|Romance
3586,11,5,966692862,M,35,20,60640,"American President, The (1995)",Comedy|Drama|Romance
3590,11,4,966654124,F,18,15,2115,"American President, The (1995)",Comedy|Drama|Romance
3600,11,4,966619625,M,35,20,94506,"American President, The (1995)",Comedy|Drama|Romance
3602,11,3,967005714,M,25,12,55443,"American President, The (1995)",Comedy|Drama|Romance
3603,11,2,966618103,F,35,7,78704,"American President, The (1995)",Comedy|Drama|Romance
3610,11,3,966610552,M,18,6,30064,"American President, The (1995)",Comedy|Drama|Romance
3611,11,1,966610097,M,25,2,84321,"American President, The (1995)",Comedy|Drama|Romance
3618,11,4,966603715,M,56,17,22657,"American President, The (1995)",Comedy|Drama|Romance
3620,11,2,972866919,M,25,7,94117,"American President, The (1995)",Comedy|Drama|Romance
3643,11,4,966475773,M,25,17,22302,"American President, The (1995)",Comedy|Drama|Romance
3650,11,4,966457711,M,25,0,60611,"American President, The (1995)",Comedy|Drama|Romance
3669,11,4,966379432,M,25,14,60148,"American President, The (1995)",Comedy|Drama|Romance
3675,11,4,966363132,M,35,7,6680,"American President, The (1995)",Comedy|Drama|Romance
3679,11,4,976299382,M,25,4,68108,"American President, The (1995)",Comedy|Drama|Romance
3681,11,4,975390377,M,25,7,29662,"American President, The (1995)",Comedy|Drama|Romance
3689,11,4,966312051,M,25,0,80906,"American President, The (1995)",Comedy|Drama|Romance
3693,11,4,968774719,M,25,15,94062,"American President, The (1995)",Comedy|Drama|Romance
3700,11,5,966290913,M,25,14,10021,"American President, The (1995)",Comedy|Drama|Romance
3709,11,4,966274925,M,25,12,89502,"American President, The (1995)",Comedy|Drama|Romance
3713,11,5,966270553,F,25,7,22201,"American President, The (1995)",Comedy|Drama|Romance
3724,11,4,966222151,M,35,6,77083,"American President, The (1995)",Comedy|Drama|Romance
3729,11,4,966217197,M,18,4,20037,"American President, The (1995)",Comedy|Drama|Romance
3745,11,5,966141474,F,25,9,49442,"American President, The (1995)",Comedy|Drama|Romance
3746,11,5,1015276775,M,25,5,54703,"American President, The (1995)",Comedy|Drama|Romance
3749,11,4,966134167,F,25,0,60664,"American President, The (1995)",Comedy|Drama|Romance
3756,11,4,966098474,M,18,12,53188,"American President, The (1995)",Comedy|Drama|Romance
3765,11,4,966087155,F,50,3,34744,"American President, The (1995)",Comedy|Drama|Romance
3766,11,4,966081202,F,18,1,45458,"American President, The (1995)",Comedy|Drama|Romance
3769,11,4,966098132,M,25,15,2446,"American President, The (1995)",Comedy|Drama|Romance
3778,11,3,966037789,M,25,0,61832,"American President, The (1995)",Comedy|Drama|Romance
3784,11,5,966022872,F,25,1,98027,"American President, The (1995)",Comedy|Drama|Romance
3792,11,4,967123781,M,25,6,68108,"American President, The (1995)",Comedy|Drama|Romance
3796,11,4,966014882,M,45,14,2021,"American President, The (1995)",Comedy|Drama|Romance
3799,11,5,966007289,M,18,0,17844,"American President, The (1995)",Comedy|Drama|Romance
3808,11,2,965966356,M,25,7,60010,"American President, The (1995)",Comedy|Drama|Romance
3815,11,5,965954897,M,25,17,53406,"American President, The (1995)",Comedy|Drama|Romance
3823,11,3,965944031,M,56,7,93711,"American President, The (1995)",Comedy|Drama|Romance
3829,11,3,965939142,F,25,1,22307,"American President, The (1995)",Comedy|Drama|Romance
3836,11,4,965969473,F,50,8,84770,"American President, The (1995)",Comedy|Drama|Romance
3847,11,3,965882885,M,25,7,12801,"American President, The (1995)",Comedy|Drama|Romance
3850,11,4,965882314,M,18,3,92278,"American President, The (1995)",Comedy|Drama|Romance
3859,11,4,965927347,M,25,0,89145,"American President, The (1995)",Comedy|Drama|Romance
3869,11,5,965847591,M,18,17,63544,"American President, The (1995)",Comedy|Drama|Romance
3878,11,4,965835993,M,35,16,22124,"American President, The (1995)",Comedy|Drama|Romance
3882,11,3,967035515,M,56,14,55337,"American President, The (1995)",Comedy|Drama|Romance
3887,11,5,965807749,M,18,4,80513,"American President, The (1995)",Comedy|Drama|Romance
3892,11,3,965797264,M,25,20,91505,"American President, The (1995)",Comedy|Drama|Romance
3895,11,3,965784998,F,35,0,20723,"American President, The (1995)",Comedy|Drama|Romance
3907,11,4,965758903,F,18,14,22201,"American President, The (1995)",Comedy|Drama|Romance
3913,11,4,965765977,M,18,17,40207,"American President, The (1995)",Comedy|Drama|Romance
3917,11,5,965741338,F,35,9,60618,"American President, The (1995)",Comedy|Drama|Romance
3927,11,5,965709597,F,25,16,67846,"American President, The (1995)",Comedy|Drama|Romance
3929,11,4,965711582,M,25,5,80227,"American President, The (1995)",Comedy|Drama|Romance
3931,11,4,965710628,M,25,5,92117,"American President, The (1995)",Comedy|Drama|Romance
3943,11,4,965691238,F,35,7,98074,"American President, The (1995)",Comedy|Drama|Romance
3946,11,3,967230901,F,25,12,22207,"American President, The (1995)",Comedy|Drama|Romance
3957,11,2,965673803,M,35,11,40242,"American President, The (1995)",Comedy|Drama|Romance
3958,11,4,965671616,M,45,7,46112,"American President, The (1995)",Comedy|Drama|Romance
3971,11,3,967070188,F,18,4,80228,"American President, The (1995)",Comedy|Drama|Romance
3981,11,4,965625841,F,45,0,97701,"American President, The (1995)",Comedy|Drama|Romance
3982,11,5,1015455648,M,56,13,95929,"American President, The (1995)",Comedy|Drama|Romance
3983,11,4,965832939,M,25,0,30606,"American President, The (1995)",Comedy|Drama|Romance
3985,11,4,965613899,M,45,16,1880,"American President, The (1995)",Comedy|Drama|Romance
3986,11,3,965608232,M,25,7,33324,"American President, The (1995)",Comedy|Drama|Romance
3992,11,4,1025360742,M,25,4,32653,"American President, The (1995)",Comedy|Drama|Romance
4001,11,3,965572449,F,25,1,1860,"American President, The (1995)",Comedy|Drama|Romance
4005,11,4,965559488,M,35,7,12110,"American President, The (1995)",Comedy|Drama|Romance
4028,11,5,966107083,M,25,4,2140,"American President, The (1995)",Comedy|Drama|Romance
4033,11,4,965512857,M,25,6,43551,"American President, The (1995)",Comedy|Drama|Romance
4036,11,4,965507564,M,25,1,46530,"American President, The (1995)",Comedy|Drama|Romance
4048,11,4,965501836,F,35,1,89431,"American President, The (1995)",Comedy|Drama|Romance
4054,11,4,965508781,M,35,3,68122,"American President, The (1995)",Comedy|Drama|Romance
4055,11,3,965492149,M,50,0,98826,"American President, The (1995)",Comedy|Drama|Romance
4058,11,4,965492988,M,25,6,73118,"American President, The (1995)",Comedy|Drama|Romance
4072,11,3,965454152,M,50,6,93111,"American President, The (1995)",Comedy|Drama|Romance
4077,11,4,965444641,F,35,2,22030,"American President, The (1995)",Comedy|Drama|Romance
4082,11,4,965437118,M,25,20,79912,"American President, The (1995)",Comedy|Drama|Romance
4083,11,3,965436349,M,56,14,92630,"American President, The (1995)",Comedy|Drama|Romance
4085,11,4,965438837,F,25,6,79416,"American President, The (1995)",Comedy|Drama|Romance
4086,11,5,965434133,F,1,10,55391,"American President, The (1995)",Comedy|Drama|Romance
4089,11,4,965429524,M,25,7,79416,"American President, The (1995)",Comedy|Drama|Romance
4094,11,4,965419741,M,25,17,49017,"American President, The (1995)",Comedy|Drama|Romance
4115,11,4,965366425,M,25,15,99353,"American President, The (1995)",Comedy|Drama|Romance
4116,11,4,969162102,M,35,7,7040,"American President, The (1995)",Comedy|Drama|Romance
4124,11,4,965443866,M,25,18,62330-1408,"American President, The (1995)",Comedy|Drama|Romance
4125,11,5,965357148,M,35,2,13676,"American President, The (1995)",Comedy|Drama|Romance
4126,11,4,978310269,M,25,17,53188,"American President, The (1995)",Comedy|Drama|Romance
4139,11,4,965349963,M,56,14,40207,"American President, The (1995)",Comedy|Drama|Romance
4140,11,3,965351149,M,25,0,32112,"American President, The (1995)",Comedy|Drama|Romance
4141,11,3,965349794,M,35,17,95014,"American President, The (1995)",Comedy|Drama|Romance
4149,11,4,965342174,M,35,1,32792,"American President, The (1995)",Comedy|Drama|Romance
4152,11,4,965340369,M,25,14,74114,"American President, The (1995)",Comedy|Drama|Romance
4162,11,4,965336744,F,25,14,23221,"American President, The (1995)",Comedy|Drama|Romance
4167,11,3,965425831,M,25,20,22032,"American President, The (1995)",Comedy|Drama|Romance
4168,11,3,965336073,F,45,6,37766,"American President, The (1995)",Comedy|Drama|Romance
4169,11,4,973310666,M,50,0,66048,"American President, The (1995)",Comedy|Drama|Romance
4178,11,4,965331685,F,50,16,8033,"American President, The (1995)",Comedy|Drama|Romance
4181,11,4,965330604,F,25,7,33177,"American President, The (1995)",Comedy|Drama|Romance
4203,11,3,965323167,M,25,18,58270,"American President, The (1995)",Comedy|Drama|Romance
4217,11,4,966188889,M,18,4,18042,"American President, The (1995)",Comedy|Drama|Romance
4220,11,3,966456369,M,35,0,97225,"American President, The (1995)",Comedy|Drama|Romance
4224,11,4,965315311,F,45,1,48198,"American President, The (1995)",Comedy|Drama|Romance
4227,11,4,965320871,M,25,19,11414-2520,"American President, The (1995)",Comedy|Drama|Romance
4237,11,4,965313241,M,25,14,77450,"American President, The (1995)",Comedy|Drama|Romance
4242,11,5,965312697,M,50,7,78704,"American President, The (1995)",Comedy|Drama|Romance
4250,11,5,965309843,F,50,0,33313,"American President, The (1995)",Comedy|Drama|Romance
4257,11,5,965306331,M,50,16,38122,"American President, The (1995)",Comedy|Drama|Romance
4258,11,4,972941076,M,25,17,19711,"American President, The (1995)",Comedy|Drama|Romance
4271,11,4,965308802,M,35,7,83405,"American President, The (1995)",Comedy|Drama|Romance
4277,11,5,965291891,M,35,16,98133,"American President, The (1995)",Comedy|Drama|Romance
4281,11,5,965284346,M,56,13,92120,"American President, The (1995)",Comedy|Drama|Romance
4285,11,5,965280746,M,35,0,62704,"American President, The (1995)",Comedy|Drama|Romance
4299,11,5,965269304,F,25,2,43617,"American President, The (1995)",Comedy|Drama|Romance
